,Date,Time,T_ambient,RH_ambient,T_upstream,RH_upstream,T_center,RH_center,T_downstream,RH_downstream,Sample_weight_g,UAI_NC_9,UAI_NC_10,UAI_NC_11,UAI_NC_12,UAI_NC_13,UAI_NC_14,UAI_NC_15
0,24/03/22,04:04:43,30.445986744522262,53.162953267273515,41.0997216307951,25.067152373024964,42.502832065989494,21.768775711582645,41.518986792503995,25.88468171862851,63.77418266380924,0,0,0,0,0,0,0
0,24/03/22,04:04:53,30.359885970347285,53.02093970900416,41.03370356045387,24.944117697722774,42.56440677669089,21.685181956600065,41.39291500764578,25.795069896880978,63.66422782327103,0,0,0,0,0,0,0
0,24/03/22,04:04:43,30.445986744522262,53.162953267273515,41.0997216307951,25.067152373024964,42.502832065989494,21.768775711582645,41.518986792503995,25.88468171862851,63.77418266380924,0,0,0,0,0,0,0
0,24/03/22,04:04:53,30.359885970347285,53.02093970900416,41.03370356045387,24.944117697722774,42.56440677669089,21.685181956600065,41.39291500764578,25.795069896880978,63.66422782327103,0,0,0,0,0,0,0
0,24/03/22,04:05:03,30.597445493784278,53.294819730211486,41.071403758013474,24.89345851501575,42.48258059993866,21.623853827944625,41.434050264003886,25.708265692488297,63.64774833010129,0,0,0,0,0,0,0
0,24/03/22,04:05:13,30.52923565085146,53.6551255378202,41.04747797533739,24.94373927973147,42.52511722356779,21.615846014967325,41.45055905405039,25.718678290765183,63.895490044086564,0,0,0,0,0,0,0
0,24/03/22,04:05:23,30.62022839309146,53.86673443715182,41.08268305556078,25.189845251431777,42.6250928154643,21.732874830536534,41.593601054763866,25.916297931450483,63.9113286680775,0,0,0,0,0,0,0
0,24/03/22,04:05:33,30.624084289317388,54.00841230204179,41.16162104854709,25.220143104800176,42.521135289736705,21.867738119825013,41.54843259504035,25.97047273936705,63.97312676746411,0,0,0,0,0,0,0
0,24/03/22,04:05:43,30.707119572586983,54.15529341431221,41.10214838875224,25.212623573101972,42.6152319750328,21.83914925093348,41.616074200634614,25.988929771717178,63.43397268259364,0,0,0,0,0,0,0
0,24/03/22,04:05:53,30.768942086037516,54.0188187968027,41.037429146613434,25.221485878317708,42.46948977884588,21.88203255427078,41.58599607384181,25.986341880937925,64.05112970180092,0,0,0,0,0,0,0
0,24/03/22,04:06:03,30.982276754514977,54.148259112135115,40.97623041249696,25.176905797535525,42.50777103112763,21.847657552221868,41.46583737527355,25.97617342330059,64.02348077437169,0,0,0,0,0,0,0
0,24/03/22,04:06:13,30.92320997853338,53.86223309411008,41.030969185290886,25.182850622108617,42.58783695386869,21.871998373985193,41.460624972619115,25.911170978019893,63.84174858580521,0,0,0,0,0,0,0
0,24/03/22,04:06:23,30.970719746990184,53.64816752959297,41.07065180484365,25.04974514542491,42.553247108056965,21.80413948322174,41.51775632368066,25.833277906970853,63.834424366618656,0,0,0,0,0,0,0
0,24/03/22,04:06:33,30.84183027397574,53.16371620677211,41.057612253285185,24.956532249243992,42.45219485594002,21.701478344290155,41.54171628604628,25.7570816133667,63.84129082210606,0,0,0,0,0,0,0
0,24/03/22,04:06:43,30.841541882845274,52.66464696315807,41.04383783840167,24.781837414612617,42.584333535691115,21.616346503278404,41.47990231751814,25.700440984990657,63.998395323657725,0,0,0,0,0,0,0
0,24/03/22,04:06:53,30.896977066813527,52.32468112258202,41.13361079297131,24.693299811679115,42.474736361189855,21.518494934946,41.418942841228414,25.558851621082525,63.99665582160091,0,0,0,0,0,0,0
0,24/03/22,04:07:03,30.836991711675623,51.971760569319756,41.227758747801715,24.599830567826665,42.510932652409835,21.422852839401536,41.36263180271577,25.484815972138403,64.02036798121736,0,0,0,0,0,0,0
0,24/03/22,04:07:13,30.808088511710675,51.69292144137152,41.045546822878535,24.499696284514446,42.55950199124227,21.33834355702064,41.5033495845407,25.40487211971713,63.82316337961931,0,0,0,0,0,0,0
0,24/03/22,04:07:23,30.89587690805655,51.47977140425273,41.141984816907936,24.3841567268465,42.57090091770297,21.235743453248947,41.601821270097574,25.32216947806892,63.72538505347879,0,0,0,0,0,0,0
0,24/03/22,04:07:33,30.91085188453506,51.34067227486803,41.09430415000344,24.325270004586578,42.47735110743946,21.179969524143306,41.43240963890611,25.306922895128903,63.99006402433301,0,0,0,0,0,0,0
0,24/03/22,04:07:43,30.880592178141605,51.194630396046065,41.10296870130114,24.272120587356124,42.56714115185386,21.176014445782567,41.46761471912947,25.221754433021214,63.703046184959796,0,0,0,0,0,0,0
0,24/03/22,04:07:53,30.868479750661834,51.197529566140744,41.1585106967992,24.236781229780984,42.535319860894674,21.156287882106774,41.54745847388854,25.15560452673462,63.63813529241891,0,0,0,0,0,0,0
0,24/03/22,04:08:03,30.93178694437664,51.198277246849365,41.12263911262983,24.239955058095163,42.54591556465121,21.100782507704647,41.64218748344109,25.146913119966573,63.69096122330195,0,0,0,0,0,0,0
0,24/03/22,04:08:13,31.058433375265196,51.6137130626269,41.100353955051546,24.25158835956981,42.51137698837381,21.081043736996875,41.45395993315934,25.11679837207784,63.87928520913633,0,0,0,0,0,0,0
0,24/03/22,04:08:23,31.022512657792127,52.180897544675915,41.172643998422856,24.309144515344173,42.431704132062436,21.158521768958675,41.56316404123092,25.255628946759046,63.71943412538969,0,0,0,0,0,0,0
0,24/03/22,04:08:33,31.02422164226899,52.60579381023608,41.2775585554575,24.60062402490521,42.41475100605196,21.306397754335272,41.544621559656946,25.449891653650504,63.907666558484216,0,0,0,0,0,0,0
