,Date,Time,T_ambient,RH_ambient,T_upstream,RH_upstream,T_center,RH_center,T_downstream,RH_downstream,Sample_weight_g,UAI_NC_9,UAI_NC_10,UAI_NC_11,UAI_NC_12,UAI_NC_13,UAI_NC_14,UAI_NC_15
0,29/03/22,16:53:07,30.020919580514406,46.76266907231027,41.406603973305465,24.228846658995547,42.14204835307885,22.14245737448081,41.30440670158903,25.66812897134596,62.99067431632722,0,0,0,0,0,0,0
0,29/03/22,16:53:17,29.968966452417764,46.841022958816474,41.389770476208355,24.228468241004244,42.29906984681307,22.11751840815058,41.52807858992091,25.604371643326978,63.15345508774848,0,0,0,0,0,0,0
0,29/03/22,16:53:07,30.020919580514406,46.76266907231027,41.406603973305465,24.228846658995547,42.14204835307885,22.14245737448081,41.30440670158903,25.66812897134596,62.99067431632722,0,0,0,0,0,0,0
0,29/03/22,16:53:17,29.968966452417764,46.841022958816474,41.389770476208355,24.228468241004244,42.29906984681307,22.11751840815058,41.52807858992091,25.604371643326978,63.15345508774848,0,0,0,0,0,0,0
0,29/03/22,16:53:27,29.99904457921055,47.18729067965095,41.38043942096468,24.18167868743412,42.38330569167768,22.15467661349038,41.41694332939048,25.631971742628323,63.08442432191516,0,0,0,0,0,0,0
0,29/03/22,16:53:37,30.190322666783494,47.32925846155039,41.410876434497624,24.228065408948982,42.24501466780988,22.136366065523987,41.46218014849306,25.657838443388847,63.17753345832429,0,0,0,0,0,0,0
0,29/03/22,16:53:47,30.121984650014912,47.47497990578293,41.45671139816709,24.23320456941155,42.24388673805514,22.24272593514478,41.42528317363758,25.667152408787754,63.39176686953109,0,0,0,0,0,0,0
0,29/03/22,16:53:57,30.11101510590405,47.60077337031205,41.47361325464328,24.23685447197285,42.13375977836607,22.193482768147156,41.289726524932775,25.736183174621058,63.45145925590154,0,0,0,0,0,0,0
0,29/03/22,16:54:07,30.220721228165704,47.60756353184959,41.41803707945567,24.22635642447212,42.25043214860153,22.27323130805679,41.365605435705504,25.726942451414015,67.0466437963631,0,0,0,0,0,0,0
0,29/03/22,16:54:17,30.153664949754774,47.67255071834032,41.600368633292234,24.29091941660162,42.12637696542602,22.24121226317956,41.34677242677047,25.69702301603693,63.15272266582983,0,0,0,0,0,0,0
0,29/03/22,16:54:27,30.221490271180286,47.68309454221097,41.57972410081172,24.299891585105154,42.208562028918394,22.21012095273262,41.58681638639071,25.73601227617337,67.05341869911067,0,0,0,0,0,0,0
0,29/03/22,16:54:37,30.13218515111119,47.47345402678573,41.60908445412423,24.311073226396633,42.321132836409376,22.205177104781697,41.505400365912934,25.75653229692771,67.21272046641829,0,0,0,0,0,0,0
0,29/03/22,16:54:47,30.052920314843675,47.11023379029237,41.58748289033669,24.375941394325576,42.260139180430116,22.225318707544726,41.4269067088906,25.73199616265274,62.9767582998728,0,0,0,0,0,0,0
0,29/03/22,16:54:57,30.040273829714888,47.110996729790976,41.50765622542238,24.320008773804233,42.15601075625483,22.213136089631085,41.468964816866205,25.675355534276694,63.03077441637365,0,0,0,0,0,0,0
0,29/03/22,16:55:07,30.25493296116191,47.29941226836515,41.442697725456824,24.292079084639497,42.3465625254251,22.24013804436553,41.43136715837521,25.66335602184272,63.215253187135055,0,0,0,0,0,0,0
0,29/03/22,16:55:17,30.1086972957073,47.447086837714124,41.30905513936611,24.35855858078948,42.20360597393548,22.27592906212384,41.277456016388896,25.733534248681917,63.271466569391876,0,0,0,0,0,0,0
0,29/03/22,16:55:27,30.128339936038252,47.591511284799054,41.31267818645705,24.438185050379342,42.14114259130612,22.26532115133531,41.46465817598451,25.820594800746132,63.210950208362966,0,0,0,0,0,0,0
0,29/03/22,16:55:37,30.095324492175852,47.78464178947459,41.44192868244224,24.391334461649326,42.0685791104185,22.311634630658308,41.37262936190541,25.793788158523327,63.248029067994885,0,0,0,0,0,0,0
0,29/03/22,16:55:47,30.293662821868825,47.82149176725695,41.34443111803718,24.442469718603476,42.20116212613355,22.333289905386565,41.50352048298839,25.806214917076524,63.105389899336686,0,0,0,0,0,0,0
0,29/03/22,16:55:57,30.36931742842897,47.80812506724149,41.45172116349465,24.484828119565734,42.21227052523318,22.324403186106874,41.3985204767299,25.821424878920606,63.37052663389006,0,0,0,0,0,0,0
0,29/03/22,16:56:07,30.184383945726392,47.81975226520015,41.28914547021064,24.378431628849007,42.357841822972404,22.335255237534955,41.47226315690655,25.8351577898954,63.16178638707321,0,0,0,0,0,0,0
0,29/03/22,16:56:17,30.061230251862426,47.80662970582424,41.47778317676682,24.37065574947928,42.38604006684065,22.343958851334982,41.59807859409324,25.869068924729167,63.53852591148172,0,0,0,0,0,0,0
0,29/03/22,16:56:27,30.407694811087534,47.8251233592703,41.42203610313153,24.4020278216617,42.264702168983334,22.348475453166692,41.40084469561842,25.897462481109052,63.29444630708972,0,0,0,0,0,0,0
