,Date,Time,T_ambient,RH_ambient,T_upstream,RH_upstream,T_center,RH_center,T_downstream,RH_downstream,Sample_weight_g,UAI_NC_9,UAI_NC_10,UAI_NC_11,UAI_NC_12,UAI_NC_13,UAI_NC_14,UAI_NC_15
0,17/03/22,16:49:21,31.080041347744547,37.83891670935849,41.43434079136496,21.35423711265547,42.1776123200424,19.670655469337433,41.2447631433465,23.090016024709705,152.8896970087109,0,0,0,0,0,0,0
0,17/03/22,16:49:31,31.03798964846072,37.632068552498126,41.38134518273742,21.204896283441563,42.32909670407156,19.539783879505627,41.25308589774882,22.955299219804957,153.27852149477727,0,0,0,0,0,0,0
0,17/03/22,16:49:21,31.080041347744547,37.83891670935849,41.43434079136496,21.35423711265547,42.1776123200424,19.670655469337433,41.2447631433465,23.090016024709705,152.8896970087109,0,0,0,0,0,0,0
0,17/03/22,16:49:31,31.03798964846072,37.632068552498126,41.38134518273742,21.204896283441563,42.32909670407156,19.539783879505627,41.25308589774882,22.955299219804957,153.27852149477727,0,0,0,0,0,0,0
0,17/03/22,16:49:41,31.1079084758704,37.84608834064532,41.40152828940917,21.068580357347745,42.27092287247913,19.430591978466033,41.23141597458219,22.88070204738987,152.7939328428467,0,0,0,0,0,0,0
0,17/03/22,16:49:51,31.19504532188447,38.25728221281066,41.61149412223661,21.054578891669447,42.236589374338934,19.4566539917382,41.36015377522432,22.890211325300417,153.15455908504478,0,0,0,0,0,0,0
0,17/03/22,16:50:01,31.108239591612787,38.4787940668341,41.60465818432915,21.08761112020082,42.10617676890949,19.52341424962367,41.36656246701256,22.990333401580656,152.74238865032126,0,0,0,0,0,0,0
0,17/03/22,16:50:11,31.15630478002457,38.61748120888956,41.67684568863187,21.17859012952984,42.21276613073147,19.616004587173737,41.40463864115708,23.05423721398337,153.1164731452747,0,0,0,0,0,0,0
0,17/03/22,16:50:21,30.92645704903942,38.62115857727281,41.452849093249384,21.2590344702622,41.91275390581809,19.668812207508815,41.224460407761356,23.08891739183172,153.42354103467113,0,0,0,0,0,0,0
0,17/03/22,16:50:31,31.232407995009893,38.76216505540401,41.51112546391043,21.314637500920146,42.19680421571756,19.69798701393527,41.462436496164585,23.028065337423406,152.7380856715492,0,0,0,0,0,0,0
0,17/03/22,16:50:41,31.33602586007272,38.820377339147164,41.65626951553044,21.34223760022149,42.16072755341098,19.714905960256218,41.47694577437316,23.028224028839116,152.996447503355,0,0,0,0,0,0,0
0,17/03/22,16:50:51,31.15257705763441,38.824695576709246,41.588491191178036,21.42815069127981,42.3293530517431,19.708216506732494,41.6038207819355,22.994386136197217,153.12800879049354,0,0,0,0,0,0,0
0,17/03/22,16:51:01,31.254411170149513,38.82034682156723,41.68974852143219,21.441737117870876,42.27230714990539,19.767518268079655,41.53612790680694,22.986341702123983,153.36375709556083,0,0,0,0,0,0,0
0,17/03/22,16:51:11,31.17496475428132,38.82307814497222,41.53018064082745,21.464088193421855,42.39060305539387,19.782117878324858,41.51597897982471,22.954334864278728,150.32118489272506,0,0,0,0,0,0,0
0,17/03/22,16:51:21,31.27661728719576,38.816944111403465,41.683732896073636,21.463258115247378,42.19642823913266,19.80630000867248,41.64003416300022,22.98659804979551,154.14854718140046,0,0,0,0,0,0,0
0,17/03/22,16:51:31,31.210767979071612,38.82242201700341,41.447499971836805,21.44354375860356,42.16670899907999,19.835560264322773,41.5122875733547,22.995301663595537,153.53743264302207,0,0,0,0,0,0,0
0,17/03/22,16:51:41,31.38151689061623,38.82928847249082,41.61046873155048,21.457667294601638,42.31344240626349,19.81417354429803,41.56552243980899,22.941773828373783,153.14238257064716,0,0,0,0,0,0,0
0,17/03/22,16:51:51,31.182452242520583,38.97587966775177,41.68371580622886,21.438026180149684,42.24715089840596,19.83288692431968,41.50892087393528,22.9562025401713,152.97511571497412,0,0,0,0,0,0,0
0,17/03/22,16:52:01,31.3764112994916,38.97082900827104,41.58890134745249,21.44222539914998,42.18470460562138,19.817225302292428,41.751835927476634,22.946168359885714,152.91066258613242,0,0,0,0,0,0,0
0,17/03/22,16:52:11,31.37590928530152,38.96901321226438,41.58297117131775,21.390919243748144,42.23583742116912,19.799366414509205,41.5855688277226,22.955909571403836,152.9026059450272,0,0,0,0,0,0,0
0,17/03/22,16:52:21,31.0421446169701,38.9600105261809,41.59623289085823,21.405421197737528,42.41599856472007,19.842432823326163,41.53568357084295,22.9562025401713,153.35057350102502,0,0,0,0,0,0,0
0,17/03/22,16:52:31,31.187760775551837,38.959903714651084,41.64461424139823,21.420106257206577,42.31983400820695,19.765821490634767,41.51379147969433,22.98768447564152,152.89290135460502,0,0,0,0,0,0,0
0,17/03/22,16:52:41,31.17832931747015,38.8266792194056,41.6948071154837,21.436976375399613,42.164589858328696,19.812110555893813,41.54812497783452,23.006544340046904,153.29857154480047,0,0,0,0,0,0,0
0,17/03/22,16:52:51,31.307539225074002,38.599628424622324,41.6385302566606,21.442054500702294,42.19953859088055,19.890076869134717,41.62219236506179,23.01768936024245,153.55803200948426,0,0,0,0,0,0,0
0,17/03/22,16:53:01,31.311843729725105,38.470249144449774,41.7202026248099,21.433533992381932,42.20042726280852,19.81417354429803,41.425590790843415,23.055714264852657,153.54805276084258,0,0,0,0,0,0,0
0,17/03/22,16:53:11,31.190922396834033,38.34250255480424,41.55162839601209,21.32762578294431,42.22794191288601,19.781336628278297,41.51298825699021,23.00559219155265,153.43132301755685,0,0,0,0,0,0,0
0,17/03/22,16:53:21,31.22688583891903,38.488178222666875,41.5495605247951,21.30554326209684,42.27324709136765,19.758497271448213,41.59835203160954,22.993678128342516,153.18275732891306,0,0,0,0,0,0,0
0,17/03/22,16:53:31,31.210532993706043,38.6205634844639,41.62113279468612,21.282154588827765,42.21770509586959,19.781641804077736,41.62887449436633,23.001576078032024,153.35881324760993,0,0,0,0,0,0,0
0,17/03/22,16:53:41,31.282235573663446,38.74708937091168,41.665480941860736,21.309669238905265,42.3526636000075,19.80582393442535,41.615458966222945,23.02884658746997,152.91990941285545,0,0,0,0,0,0,0
0,17/03/22,16:53:51,31.140272369400996,38.76352308771152,41.56543699058514,21.36515019924344,42.261694356304076,19.835450401034976,41.524899878793946,23.05443252649501,153.54841897180194,0,0,0,0,0,0,0
0,17/03/22,16:54:01,31.242256018057823,38.82596205627693,41.66272947685299,21.324036915542894,42.248449726608385,19.851295128541896,41.50109372503124,23.016297758597005,152.9415158594558,0,0,0,0,0,0,0
0,17/03/22,16:54:11,31.34975114165253,38.82925795491087,41.63487302988011,21.38316777844237,42.2273437683191,19.847474327532908,41.40877438359108,23.0692030351879,153.46748634979045,0,0,0,0,0,0,0
0,17/03/22,16:54:21,31.250630041994444,38.96101760631905,41.62858396700524,21.36245244517639,42.18653321901161,19.84908565575395,41.62535398634397,23.05920547599825,151.13765222654655,0,0,0,0,0,0,0
0,17/03/22,16:54:31,31.320570231710082,38.972080229048736,41.69605467415181,21.341248830631308,42.320295434015705,19.88452266958491,41.538691383522234,23.12033829214205,150.9666317085404,0,0,0,0,0,0,0
0,17/03/22,16:54:41,31.34685654919484,38.96419143463322,41.737685536008215,21.426197566163395,42.20945070084636,19.8635509886474,41.42610348618648,23.21285538750025,150.26515461594786,0,0,0,0,0,0,0
0,17/03/22,16:54:51,31.01720412476087,38.62512586266553,41.64707517904492,21.434840144803534,42.34052981022178,19.939295622068386,41.636479475288354,23.17701554161403,152.57539645286775,0,0,0,0,0,0,0
0,17/03/22,16:55:01,31.228167577276675,38.615268684343626,41.508425268436994,21.48796514797003,42.186755386993596,19.875880090944772,41.581450175133355,23.064686433356194,150.81520347685833,0,0,0,0,0,0,0
0,17/03/22,16:55:11,31.35763383255206,38.625034309925695,41.38433590557193,21.49356817564775,42.09525635810235,19.759998736381455,41.481064426962405,22.89907363051615,150.55702475053218,0,0,0,0,0,0,0
0,17/03/22,16:55:21,31.05225966884253,38.76436232115998,41.42977780281173,21.452296200531496,42.21497072070663,19.65489619105436,41.641384260736956,22.882545309218486,150.2400691652339,0,0,0,0,0,0,0
0,17/03/22,16:55:31,31.033567651126837,38.827121724314786,41.54357907912606,21.56859259418205,42.36435305382926,19.714112503177674,41.53105222291066,22.991114651627225,150.75303916651242,0,0,0,0,0,0,0
0,17/03/22,16:55:41,31.27030472578434,38.61238477303892,41.42176266561523,21.621473456708994,42.25921632881261,19.792799031305254,41.436870088390705,23.0379286192613,151.39116176314127,0,0,0,0,0,0,0
0,17/03/22,16:55:51,31.155503693551044,38.26576610003508,41.52423337484797,21.818189777027953,42.14360352895281,19.80456661013166,41.50104245549694,23.140125890977732,153.60124490268495,0,0,0,0,0,0,0
0,17/03/22,16:56:01,31.229192967962792,37.83008186996471,41.48350827476432,21.869251791790234,42.315561547014795,19.7690197330129,41.436904268080255,23.00107558972094,152.71116916603856,0,0,0,0,0,0,0
0,17/03/22,16:56:11,31.22144913205201,37.76367561600658,41.424855927518365,21.72415900970453,42.308007835627066,19.652711132330367,41.424855927518365,22.924732811733055,150.93751793727387,0,0,0,0,0,0,0
0,17/03/22,16:56:21,30.97815382946454,37.63652411916995,41.3337841447463,21.493739074095433,42.095751963600634,19.62044794681358,41.486533177288365,22.87363417587484,150.82838707139416,0,0,0,0,0,0,0
0,17/03/22,16:56:31,31.058753809854615,37.63801948058721,41.21218989921748,21.31433232512071,42.29346437772897,19.461133972473977,41.28126705177229,22.75557996961951,150.39168050239564,0,0,0,0,0,0,0
0,17/03/22,16:56:41,31.345500042766336,37.96638864078454,41.16509028703511,21.246473434357256,42.29498537391336,19.474256531849893,41.54374997757374,22.747352430066613,150.21498371451995,0,0,0,0,0,0,0
0,17/03/22,16:56:51,31.2503843754759,38.26385875128858,41.3941112967796,21.277699022155943,42.15970216272487,19.473939149018474,41.27719966871736,22.815601945853352,150.58558920535975,0,0,0,0,0,0,0
0,17/03/22,16:57:01,31.103390348159692,38.4647407212699,41.40995358288012,21.311512500733883,42.180808121014124,19.55936395879769,41.305790979015285,22.87151015231074,150.06978106914644,0,0,0,0,0,0,0
