,Date,Time,T_ambient,RH_ambient,T_upstream,RH_upstream,T_center,RH_center,T_downstream,RH_downstream,Sample_weight_g,UAI_NC_9,UAI_NC_10,UAI_NC_11,UAI_NC_12,UAI_NC_13,UAI_NC_14,UAI_NC_15
0,24/03/22,00:02:43,32.946668961445624,42.28236790194321,41.01015375436269,19.84721797986138,42.48550296339411,17.348096737152144,41.27535396548234,20.77290162878642,63.65534720750735,0,0,0,0,0,0,0
0,24/03/22,00:02:53,32.69288476663141,42.08144015559198,41.006581976806046,19.786207234037352,42.39861819259036,17.328602107083924,41.431298798996124,20.790955829081287,63.76978813229731,0,0,0,0,0,0,0
0,24/03/22,00:02:43,32.946668961445624,42.28236790194321,41.01015375436269,19.84721797986138,42.48550296339411,17.348096737152144,41.27535396548234,20.77290162878642,63.65534720750735,0,0,0,0,0,0,0
0,24/03/22,00:02:53,32.69288476663141,42.08144015559198,41.006581976806046,19.786207234037352,42.39861819259036,17.328602107083924,41.431298798996124,20.790955829081287,63.76978813229731,0,0,0,0,0,0,0
0,24/03/22,00:03:03,32.8196807336617,41.89137666770081,41.12010981560408,19.750867876462216,42.34164065013174,17.2503184110116,41.50150388130568,20.705115980214835,63.63731131776044,0,0,0,0,0,0,0
0,24/03/22,00:03:13,32.88726038856866,41.78528230102554,41.16768794343996,19.684522657663983,42.407573271249134,17.238331105609603,41.40351071140233,20.70361451528159,67.5043159427831,0,0,0,0,0,0,0
0,24/03/22,00:03:23,32.81161646316149,41.79498689144772,41.222170368562374,19.607581735109196,42.427705108386576,17.22342631956496,41.29628902532393,20.656873789839374,67.79929887052172,0,0,0,0,0,0,0
0,24/03/22,00:03:33,32.0650038698318,41.99914950127302,41.20887446933237,19.63719599468684,42.40297610300637,17.19030864180974,41.35020748556897,20.657337657054526,67.83299027877986,0,0,0,0,0,0,0
0,24/03/22,00:03:43,32.20925284083204,42.07478732316419,41.072856394818814,19.691480665891213,42.35076662723819,17.26439311888177,41.34619137204834,20.737183853219978,63.10429126645872,0,0,0,0,0,0,0
0,24/03/22,00:03:53,32.93527217121554,42.06767672703724,41.251496542185336,19.725440628852883,42.379887722723936,17.226734425230887,41.39672604302919,20.737513443083373,64.00526177914513,0,0,0,0,0,0,0
